10,76,9
12,76.1,9
14,76,9
16,77,9
18,77,9
20,77,9
22,77,9
24,77,9
26,77,9
28,77,10
30,78,10
32,78,10
34,78,10
36,79,10
38,78,10
40,78,10
42,79,10
44,79,10
46,79,10
48,79,10
50,79,10
52,79,10
54,80,10
56,80,10
58,80,10
60,80,10
62,80,10
64,81,10
66,80,10
68,81,10
70,81,10
72,81,10
74,81,10
76,81,10
78,82,10
80,82,10
82,82,10
84,82,10
86,82,10
88,82,10
90,82,10
92,82,10
94,82,10
96,82,10
98,82,11
